:START_ID(Region),:END_ID(Region),weight:float,total:float,neuron_count:int,source_acronym,target_acronym,:TYPE
1089.0,194,995.7317101040683,105547.56127103124,106,HPF,LHA,PROJECT_TO
1089.0,576073704,1028.8914559197176,150218.15256427877,146,HPF,PeF,PROJECT_TO
1089.0,614,1210.0326778297906,99222.67958204284,82,HPF,TU,PROJECT_TO
1089.0,1009,9747.581913546439,2768313.263447189,284,HPF,fiber tracts,PROJECT_TO
502.0,723,74.16547078639533,1779.971298873488,24,SUB,ORBl,PROJECT_TO
484682520.0,502,4539.5337546592455,590139.3881057019,130,or,SUB,PROJECT_TO
484682520.0,312782546,1155.142275753272,90101.09750875522,78,or,VISa,PROJECT_TO
484682520.0,463,1228.003481369356,117888.33421145818,96,or,CA3,PROJECT_TO
484682520.0,726,4338.438979631666,43384.38979631667,10,or,DG,PROJECT_TO
484682470.0,385,587.7044170546309,41139.30919382416,70,ProS,VISp,PROJECT_TO
502.0,741,156.63601144514433,10964.520801160103,70,SUB,VPMpc,PROJECT_TO
484682470.0,255,5620.214588225284,685666.1797634847,122,ProS,AV,PROJECT_TO
484682470.0,64,309.9017548997382,13635.677215588481,44,ProS,AD,PROJECT_TO
1037.0,409,186.83506692832054,16441.48588969221,88,POST,VISl,PROJECT_TO
1037.0,385,608.9849614147469,93783.68405787103,154,POST,VISp,PROJECT_TO
1037.0,533,434.47701777304735,17379.080710921895,40,POST,VISpm,PROJECT_TO
1037.0,918,6446.993323837325,2050143.8769802693,318,POST,ENTl,PROJECT_TO
1037.0,484682470,463.79948074704066,131719.05253215955,284,POST,ProS,PROJECT_TO
502.0,329,92.33992608966024,2031.4783739725253,22,SUB,SSp-bfd,PROJECT_TO
502.0,417,38.15239506175767,763.0479012351535,20,SUB,VISrl,PROJECT_TO
382.0,64,318.44368957905226,37576.355370328165,118,CA1,AD,PROJECT_TO
1037.0,425,387.75680728505876,50408.38494705764,130,POST,VISpl,PROJECT_TO
1037.0,312782628,556.6491212574311,77930.87697604037,140,POST,VISpor,PROJECT_TO
1037.0,982,256.71767852347034,35427.03963623891,138,POST,FC,PROJECT_TO
502.0,369,64.457092067415,902.3992889438101,14,SUB,SSp-ul,PROJECT_TO
382.0,302,609.2983385395945,30464.916926979728,50,CA1,SCs,PROJECT_TO
1037.0,361,466.2415737140761,27974.494422844564,60,POST,SSp-tr,PROJECT_TO
1037.0,312782546,387.3982057962766,31766.652875294683,82,POST,VISa,PROJECT_TO
1037.0,382,1061.6018854995705,316357.36187887203,298,POST,CA1,PROJECT_TO
1037.0,250,418.4172226353525,5857.841116894935,14,POST,LSc,PROJECT_TO
1037.0,258,410.3070795372561,5744.299113521585,14,POST,LSr,PROJECT_TO
1037.0,266,98.03427305007696,784.2741844006157,8,POST,LSv,PROJECT_TO
1037.0,310,955.7226012408499,30583.123239707198,32,POST,SF,PROJECT_TO
1037.0,564,789.47898762272,18947.495702945278,24,POST,MS,PROJECT_TO
1037.0,351,580.0510927035658,15081.328410292712,26,POST,BST,PROJECT_TO
1037.0,88,162.85246914039422,2279.934567965519,14,POST,AHN,PROJECT_TO
1037.0,491,1320.9281368106717,26418.562736213433,20,POST,MM,PROJECT_TO
1037.0,525,848.4592708379068,16969.185416758137,20,POST,SUM,PROJECT_TO
1037.0,576073704,449.9384894890849,9898.646768759867,22,POST,PeF,PROJECT_TO
1037.0,100,4374.727366883707,52496.72840260448,12,POST,IPN,PROJECT_TO
971.0,337,12.465655056313985,24.93131011262797,2,fp,SSp-ll,PROJECT_TO
971.0,361,292.6887052354669,4683.01928376747,16,fp,SSp-tr,PROJECT_TO
971.0,312782546,448.5775888044619,8074.396598480314,18,fp,VISa,PROJECT_TO
971.0,250,472.5881559659502,22684.23148636561,48,fp,LSc,PROJECT_TO
971.0,287,79.55095693226225,477.30574159357354,6,fp,BAC,PROJECT_TO
971.0,255,5670.283763437547,68043.40516125057,12,fp,AV,PROJECT_TO
971.0,127,8721.579432818371,156988.42979073068,18,fp,AM,PROJECT_TO
971.0,64,488.37875624164377,2930.2725374498627,6,fp,AD,PROJECT_TO
971.0,1113,1118.2014608675709,17891.223373881134,16,fp,IAD,PROJECT_TO
971.0,15,1210.7076409112715,19371.322254580344,16,fp,PT,PROJECT_TO
502.0,975,386.7149103744716,2320.2894622468293,6,SUB,EW,PROJECT_TO
502.0,197,418.00296068853294,8360.059213770659,20,SUB,RL,PROJECT_TO
443.0,361,383.3481010066069,1533.3924040264276,4,dhc,SSp-tr,PROJECT_TO
443.0,886,11381.263434715664,500775.5911274892,44,dhc,RSPv,PROJECT_TO
443.0,312782546,348.37438624431,2090.24631746586,6,dhc,VISa,PROJECT_TO
443.0,382,6431.865288139635,360184.45613581955,56,dhc,CA1,PROJECT_TO
443.0,926,3957.582966452664,197879.1483226332,50,dhc,ENTm,PROJECT_TO
443.0,1037,6945.363559042407,375049.63218829,54,dhc,POST,PROJECT_TO
443.0,1084,4297.0535016495505,214852.6750824775,50,dhc,PRE,PROJECT_TO
443.0,502,8855.126014379057,566728.0649202596,64,dhc,SUB,PROJECT_TO
443.0,484682470,4105.453832532196,139585.43030609467,34,dhc,ProS,PROJECT_TO
443.0,250,417.700093651131,15872.603558742978,38,dhc,LSc,PROJECT_TO
443.0,310,814.4606574610316,35836.26892828539,44,dhc,SF,PROJECT_TO
443.0,564,492.8446462270244,18728.096556626926,38,dhc,MS,PROJECT_TO
443.0,351,473.9986644478362,4739.986644478362,10,dhc,BST,PROJECT_TO
443.0,287,108.22219388485291,216.44438776970583,2,dhc,BAC,PROJECT_TO
443.0,88,1424.050265656299,19936.703719188186,14,dhc,AHN,PROJECT_TO
443.0,491,10112.65055571172,283154.21555992815,28,dhc,MM,PROJECT_TO
443.0,525,1860.5654966143231,22326.78595937188,12,dhc,SUM,PROJECT_TO
443.0,1004,2540.025936555953,25400.259365559534,10,dhc,PMv,PROJECT_TO
443.0,576073704,480.42074351602975,7686.731896256476,16,dhc,PeF,PROJECT_TO
443.0,302,151.7425532138472,606.9702128553888,4,dhc,SCs,PROJECT_TO
443.0,100,1014.4266549769076,2028.8533099538151,2,dhc,IPN,PROJECT_TO
443.0,1009,14761.212042546607,1062807.2670633558,72,dhc,fiber tracts,PROJECT_TO
971.0,1037,5838.5278243170915,233541.11297268365,40,fp,POST,PROJECT_TO
971.0,1084,2670.866712004864,85467.73478415565,32,fp,PRE,PROJECT_TO
971.0,581,349.52086624486367,9087.542522366455,26,fp,TRS,PROJECT_TO
971.0,118,111.88216458115016,671.292987486901,6,fp,PVi,PROJECT_TO
971.0,830,982.3597789072246,17682.476020330043,18,fp,DMH,PROJECT_TO
971.0,100,200.42751998578095,801.7100799431238,4,fp,IPN,PROJECT_TO
971.0,197,183.30844066269015,1466.4675253015212,8,fp,RL,PROJECT_TO
502.0,1109,271.1607127593355,20065.89274419083,74,SUB,PS,PROJECT_TO
502.0,111,1275.3238041517504,20405.180866428007,16,SUB,AIp,PROJECT_TO
502.0,298,572.7090057233926,19472.106194595348,34,SUB,MA,PROJECT_TO
382.0,100,357.26599558548656,51446.303364310064,144,CA1,IPN,PROJECT_TO
1037.0,463,409.0291844346467,34358.45149251032,84,POST,CA3,PROJECT_TO
1037.0,523,125.96437191361922,503.85748765447687,4,POST,MPO,PROJECT_TO
484682470.0,629,1205.982676287779,67535.02987211563,56,ProS,VAL,PROJECT_TO
1037.0,48,155.22988023882093,6519.654970030479,42,POST,ACAv,PROJECT_TO
484682470.0,982,221.07774399707998,7958.798783894879,36,ProS,FC,PROJECT_TO
484682470.0,100,405.6999367221533,28398.99557055073,70,ProS,IPN,PROJECT_TO
502.0,58,144.41849046731664,4910.228675888766,34,SUB,MT,PROJECT_TO
484682470.0,104,211.39884445382177,1268.3930667229306,6,ProS,AId,PROJECT_TO
484682470.0,111,895.4064100307198,19698.941020675837,22,ProS,AIp,PROJECT_TO
484682470.0,583,1176.9991361459688,9415.99308916775,8,ProS,CLA,PROJECT_TO
926.0,423,46.38193188051252,3803.3184142020264,82,ENTm,CA2,PROJECT_TO
926.0,484682470,484.9654362255508,29097.926173533047,60,ENTm,ProS,PROJECT_TO
926.0,564,395.11534763456604,17385.075295920906,44,ENTm,MS,PROJECT_TO
926.0,210,922.2380839893499,31356.094855637897,34,ENTm,LM,PROJECT_TO
926.0,491,3562.979301965507,192400.88230613738,54,ENTm,MM,PROJECT_TO
926.0,525,1986.2955737224786,95342.18753867898,48,ENTm,SUM,PROJECT_TO
926.0,614,172.5977945482171,3106.760301867908,18,ENTm,TU,PROJECT_TO
926.0,58,117.54141298578145,705.2484779146887,6,ENTm,MT,PROJECT_TO
926.0,100,871.7604168683366,15691.687503630059,18,ENTm,IPN,PROJECT_TO
463.0,312782574,167.98323466134647,2015.7988159361576,12,CA3,VISli,PROJECT_TO
463.0,56,3340.9705595215564,327415.1148331125,98,CA3,ACB,PROJECT_TO
463.0,342,931.3513706694959,68920.0014295427,74,CA3,SI,PROJECT_TO
382.0,763,90.32491137576707,3612.996455030683,40,CA1,OV,PROJECT_TO
382.0,591,318.7208522131938,4462.091930984713,14,CA1,CLI,PROJECT_TO
10703.0,159,93.37653995501475,373.506159820059,4,DG-mo,AON,PROJECT_TO
10703.0,566,332.13054960502717,4649.82769447038,14,DG-mo,TR,PROJECT_TO
10703.0,926,8386.318842073857,788313.9711549425,94,DG-mo,ENTm,PROJECT_TO
10703.0,843,1154.9929615353465,34649.78884606039,30,DG-mo,PAR,PROJECT_TO
10703.0,589508447,873.3571248668142,26200.713746004425,30,DG-mo,HATA,PROJECT_TO
10703.0,56,728.2047657807358,5825.638126245886,8,DG-mo,ACB,PROJECT_TO
10703.0,266,2688.1141607600116,10752.456643040046,4,DG-mo,LSv,PROJECT_TO
10703.0,332,74.74874188754868,298.9949675501947,4,DG-mo,ASO,PROJECT_TO
10703.0,223,432.50497162327736,1730.0198864931094,4,DG-mo,ARH,PROJECT_TO
10703.0,88,5065.741731433314,20262.966925733257,4,DG-mo,AHN,PROJECT_TO
10703.0,515,367.1511735347647,1468.604694139059,4,DG-mo,MPN,PROJECT_TO
10703.0,693,398.6462473501684,1594.5849894006735,4,DG-mo,VMH,PROJECT_TO
10703.0,576073704,1299.9977909018514,10399.982327214811,8,DG-mo,PeF,PROJECT_TO
10703.0,173,179.7023382140471,718.8093528561884,4,DG-mo,RCH,PROJECT_TO
10703.0,614,1726.579440019253,6906.317760077012,4,DG-mo,TU,PROJECT_TO
484682470.0,186,152.1198676404228,2433.9178822467647,16,ProS,LH,PROJECT_TO
484682470.0,126,452.4186236220242,63338.60730708339,140,ProS,PVp,PROJECT_TO
423.0,589508447,415.99189760744207,1663.9675904297683,4,CA2,HATA,PROJECT_TO
423.0,966,316.3250221229717,2530.6001769837735,8,CA2,EPv,PROJECT_TO
423.0,266,399.94089691183,1599.76358764732,4,CA2,LSv,PROJECT_TO
423.0,155,677.8505010157423,24402.618036566724,36,CA2,LD,PROJECT_TO
463.0,566,650.9195751677071,20829.426405366627,32,CA3,TR,PROJECT_TO
463.0,918,800.3317145966852,203284.25550755803,254,CA3,ENTl,PROJECT_TO
463.0,589508447,443.45710079903034,20399.026636755396,46,CA3,HATA,PROJECT_TO
463.0,381,33.5356321471394,469.4988500599517,14,CA3,SNr,PROJECT_TO
463.0,266,608.7540933994388,65745.4420871394,108,CA3,LSv,PROJECT_TO
10703.0,918,2176.7765822282113,121899.48860477982,56,DG-mo,ENTl,PROJECT_TO
10703.0,966,168.13828727725576,1345.106298218046,8,DG-mo,EPv,PROJECT_TO
843.0,952,142.02795135409718,6817.341664996665,48,PAR,EPd,PROJECT_TO
843.0,726,485.85140745879266,26235.976002774805,54,PAR,DG,PROJECT_TO
1084.0,672,189.80912451029096,5694.273735308729,30,PRE,CP,PROJECT_TO
10703.0,647,292.49497169571947,1169.9798867828779,4,DG-mo,COAp,PROJECT_TO
10703.0,381,257.1559679132251,514.3119358264502,2,DG-mo,SNr,PROJECT_TO
10703.0,780,97.03419868770852,970.3419868770852,10,DG-mo,PA,PROJECT_TO
632.0,780,180.06523537361082,3961.435178219438,22,DG-sg,PA,PROJECT_TO
10704.0,1037,463.4816497564615,8342.669695616307,18,DG-po,POST,PROJECT_TO
10704.0,170,377.8573863717702,57434.32272850907,152,DG-po,LGd,PROJECT_TO
632.0,1037,626.5415155853279,10024.664249365247,16,DG-sg,POST,PROJECT_TO
632.0,178,375.62567490327575,5258.75944864586,14,DG-sg,LGv,PROJECT_TO
843.0,564,3161.0710676450058,37932.85281174007,12,PAR,MS,PROJECT_TO
382.0,718,348.35638407093444,13934.255362837377,40,CA1,VPL,PROJECT_TO
463.0,718,524.5222816565296,35667.51515264401,68,CA3,VPL,PROJECT_TO
463.0,295,143.11585032657538,6297.097414369317,44,CA3,BLA,PROJECT_TO
463.0,966,179.49976596551858,8974.988298275928,50,CA3,EPv,PROJECT_TO
382.0,549009211,124.13504564944542,2482.7009129889084,20,CA1,MA3,PROJECT_TO
382.0,880,645.0421635878242,3870.2529815269454,6,CA1,DTN,PROJECT_TO
382.0,202,15.275714209760093,30.551428419520185,2,CA1,MV,PROJECT_TO
463.0,159,3583.1526494374775,315317.433150498,88,CA3,AON,PROJECT_TO
589508447.0,993,61.64114917676774,123.28229835353548,2,HATA,MOs,PROJECT_TO
589508447.0,39,541.2491293337084,2164.9965173348337,4,HATA,ACAd,PROJECT_TO
589508447.0,972,2167.6524571133523,8670.60982845341,4,HATA,PL,PROJECT_TO
589508447.0,731,712.5827783811988,2850.331113524795,4,HATA,ORBm,PROJECT_TO
589508447.0,746,10.743561592594148,42.97424637037659,4,HATA,ORBvl,PROJECT_TO
589508447.0,507,477.6823508578901,6687.552912010462,14,HATA,MOB,PROJECT_TO
589508447.0,589,1136.684139370972,20460.314508677497,18,HATA,TT,PROJECT_TO
589508447.0,814,162.9423354750685,325.884670950137,2,HATA,DP,PROJECT_TO
589508447.0,754,1472.3102108967223,32390.824639727893,22,HATA,OT,PROJECT_TO
589508447.0,342,1094.2791318482632,61279.63138350274,56,HATA,SI,PROJECT_TO
589508447.0,596,612.0026064284674,14688.062554283217,24,HATA,NDB,PROJECT_TO
484682470.0,914,162.4517257798249,5198.455224954397,32,ProS,PD,PROJECT_TO
589508447.0,647,1973.6042694441915,122363.46470553987,62,HATA,COAp,PROJECT_TO
589508447.0,566,1119.222042295444,80583.98704527196,72,HATA,TR,PROJECT_TO
589508447.0,672,449.9893611834424,6299.851056568194,14,HATA,CP,PROJECT_TO
589508447.0,263,533.4040888682138,12801.698132837131,24,HATA,AVP,PROJECT_TO
589508447.0,12,972.1898331822276,3888.7593327289105,4,HATA,IF,PROJECT_TO
589508447.0,872,442.6362339854078,1770.5449359416311,4,HATA,DR,PROJECT_TO
589508447.0,619,19.269228573823632,38.538457147647264,2,HATA,NLOT,PROJECT_TO
589508447.0,639,602.3659262262852,2409.4637049051407,4,HATA,COAa,PROJECT_TO
589508447.0,403,1811.881911864921,28990.110589838736,16,HATA,MEA,PROJECT_TO
589508447.0,390,389.49460515546895,6231.913682487503,16,HATA,SO,PROJECT_TO
589508447.0,576073699,261.99838513077833,3667.977391830897,14,HATA,VMPO,PROJECT_TO
589508447.0,689,439.38195163834115,7030.111226213458,16,HATA,VLPO,PROJECT_TO
589508447.0,226,586.4469475195651,21112.090110704346,36,HATA,LPO,PROJECT_TO
589508447.0,425,522.5329669215131,4180.263735372105,8,HATA,VISpl,PROJECT_TO
589508447.0,879,1862.3626575556582,22348.3518906679,12,HATA,RSPd,PROJECT_TO
589508447.0,886,1271.1711699101706,15254.054038922048,12,HATA,RSPv,PROJECT_TO
589508447.0,843,1297.5549371326579,57092.417233836946,44,HATA,PAR,PROJECT_TO
589508447.0,1037,788.1100667339475,4728.660400403685,6,HATA,POST,PROJECT_TO
589508447.0,484682508,1822.0867013496727,21865.040416196072,12,HATA,APr,PROJECT_TO
589508447.0,255,2993.678899802638,59873.577996052765,20,HATA,AV,PROJECT_TO
382.0,607344830,159.75147514255485,2556.0236022808776,16,CA1,PN,PROJECT_TO
502.0,452,323.78232223176985,36911.18473442176,114,SUB,MEPO,PROJECT_TO
443.0,312782574,3567.756529212569,49948.59140897597,14,dhc,VISli,PROJECT_TO
443.0,312782628,6841.054088859575,150503.18995491066,22,dhc,VISpor,PROJECT_TO
443.0,423,151.7702930087754,6677.892892386119,44,dhc,CA2,PROJECT_TO
443.0,463,671.773123405408,34932.202417081215,52,dhc,CA3,PROJECT_TO
443.0,918,538.6867957133804,14005.85668854789,26,dhc,ENTl,PROJECT_TO
443.0,843,2409.9484907461033,72298.4547223831,30,dhc,PAR,PROJECT_TO
443.0,581,277.614971691876,4997.069490453768,18,dhc,TRS,PROJECT_TO
466.0,726,1306.8669840252676,96708.1568178698,74,alv,DG,PROJECT_TO
484682520.0,922,500.21321382367506,7002.9849935314505,14,or,PERI,PROJECT_TO
484682520.0,895,415.48252232690953,9140.61549119201,22,or,ECT,PROJECT_TO
484682520.0,918,2880.9604895119237,265048.365035097,92,or,ENTl,PROJECT_TO
484682520.0,926,2706.9255601241657,259864.8537719199,96,or,ENTm,PROJECT_TO
484682520.0,333,102.81177383488838,1439.3648336884373,14,or,SH,PROJECT_TO
484682520.0,596,4576.890446867715,183075.61787470858,40,or,NDB,PROJECT_TO
484682520.0,581,445.44364200711914,16926.858396270527,38,or,TRS,PROJECT_TO
484682520.0,351,1588.4910238086695,69893.60504758146,44,or,BST,PROJECT_TO
484682520.0,414,316.3874541734325,7593.29890016238,24,or,SPFm,PROJECT_TO
484682520.0,609,714.3822703550217,15716.409947810476,22,or,SPA,PROJECT_TO
484682520.0,127,25410.84823489418,203286.78587915344,8,or,AM,PROJECT_TO
484682520.0,1120,2881.3692738299032,40339.169833618645,14,or,IAM,PROJECT_TO
484682520.0,366,324.3031972635177,3891.6383671622125,12,or,SMT,PROJECT_TO
484682520.0,181,1102.926918034596,52940.492065660605,48,or,RE,PROJECT_TO
484682520.0,560581559,829.6306645313837,33185.226581255345,40,or,Xi,PROJECT_TO
484682520.0,189,344.39653517527836,6199.137633155011,18,or,RH,PROJECT_TO
484682520.0,263,431.0799332515098,9483.758531533214,22,or,AVP,PROJECT_TO
484682520.0,272,1186.1299146181022,11861.299146181022,10,or,AVPV,PROJECT_TO
484682520.0,576073699,212.9712706205362,851.8850824821448,4,or,VMPO,PROJECT_TO
484682520.0,689,682.3570895505168,10917.713432808268,16,or,VLPO,PROJECT_TO
484682520.0,515,567.9003488801642,5679.003488801642,10,or,MPN,PROJECT_TO
484682520.0,173,1336.5195867303792,64152.9401630582,48,or,RCH,PROJECT_TO
484682520.0,614,2373.0674333815514,132891.77626936688,56,or,TU,PROJECT_TO
1084.0,409,303.62670866875584,46151.259717650886,152,PRE,VISl,PROJECT_TO
1084.0,361,536.3456568205428,35398.813350155826,66,PRE,SSp-tr,PROJECT_TO
1084.0,312782546,432.18580555824894,26795.519944611435,62,PRE,VISa,PROJECT_TO
1084.0,982,226.93991378388083,11346.995689194042,50,PRE,FC,PROJECT_TO
484682470.0,894,403.8217900956963,12114.65370287089,30,ProS,RSPagl,PROJECT_TO
926.0,581,729.9097627928313,59852.60054901217,82,ENTm,TRS,PROJECT_TO
502.0,763,47.728801083266426,381.8304086661314,8,SUB,OV,PROJECT_TO
926.0,64,442.0246638501902,15028.838570906468,34,ENTm,AD,PROJECT_TO
926.0,1120,1120.37513129235,4481.5005251694,4,ENTm,IAM,PROJECT_TO
926.0,1113,265.9588215064565,5851.094073142043,22,ENTm,IAD,PROJECT_TO
926.0,15,379.98896145154396,12159.646766449407,32,ENTm,PT,PROJECT_TO
926.0,599,195.96529591562748,783.8611836625099,4,ENTm,CM,PROJECT_TO
1084.0,425,137.07818983923877,4934.814834212596,36,PRE,VISpl,PROJECT_TO
466.0,266,993.9759361081659,139156.63105514323,140,alv,LSv,PROJECT_TO
466.0,581,803.3162038417686,136563.75465310065,170,alv,TRS,PROJECT_TO
466.0,741,107.00789573626885,642.0473744176131,6,alv,VPMpc,PROJECT_TO
466.0,15,1420.1733081555767,170420.7969786692,120,alv,PT,PROJECT_TO
466.0,390,366.6636969171227,29333.095753369817,80,alv,SO,PROJECT_TO
466.0,1126,179.707046111864,2156.484553342368,12,alv,TMd,PROJECT_TO
466.0,58,61.18316507006793,244.73266028027172,4,alv,MT,PROJECT_TO
382.0,10671,108.2464407012899,4979.336272259336,46,CA1,ME,PROJECT_TO
502.0,286,278.4236200457624,31183.445445125388,112,SUB,SCH,PROJECT_TO
382.0,1031,23.888676727243865,47.77735345448773,2,CA1,GPi,PROJECT_TO
1084.0,879,730.7128308790353,23382.81058812913,32,PRE,RSPd,PROJECT_TO
502.0,549009211,124.07032620112079,992.5626096089663,8,SUB,MA3,PROJECT_TO
484682470.0,119,2019.1627050579573,8076.650820231829,4,ProS,AIv,PROJECT_TO
10703.0,255,51.42987589903354,205.71950359613416,4,DG-mo,AV,PROJECT_TO
10703.0,895,1035.2685888906972,8282.148711125577,8,DG-mo,ECT,PROJECT_TO
579.0,566,780.22801430555,39011.4007152775,50,ec,TR,PROJECT_TO
579.0,423,93.7018547765709,17990.756117101613,192,ec,CA2,PROJECT_TO
579.0,596,716.5116127128795,65919.06836958491,92,ec,NDB,PROJECT_TO
579.0,149,2198.7825298086273,167107.47226545567,76,ec,PVT,PROJECT_TO
579.0,15,1087.9914473529589,134910.9394717669,124,ec,PT,PROJECT_TO
579.0,181,2008.524674296891,365551.4907220341,182,ec,RE,PROJECT_TO
579.0,390,336.8900413688363,27624.983392244576,82,ec,SO,PROJECT_TO
579.0,38,448.6852644958168,39484.30327563188,88,ec,PVH,PROJECT_TO
579.0,118,163.93971506594784,3278.794301318957,20,ec,PVi,PROJECT_TO
579.0,272,768.9021300601439,39982.91076312748,52,ec,AVPV,PROJECT_TO
579.0,126,263.5606783540298,7379.698993912834,28,ec,PVp,PROJECT_TO
579.0,133,142.25990997525986,3698.7576593567564,26,ec,PVpo,PROJECT_TO
579.0,347,437.36417788359086,20993.48053841236,48,ec,SBPV,PROJECT_TO
579.0,286,254.08989906961637,10163.595962784655,40,ec,SCH,PROJECT_TO
579.0,576073699,559.2252513532145,31316.61407578001,56,ec,VMPO,PROJECT_TO
579.0,689,698.3920080930687,48887.44056651481,70,ec,VLPO,PROJECT_TO
579.0,1,949.8068913409122,129173.73722236406,136,ec,TMv,PROJECT_TO
579.0,226,1378.686178398506,168199.7137646177,122,ec,LPO,PROJECT_TO
579.0,10671,54.12876182205263,324.7725709323158,6,ec,ME,PROJECT_TO
579.0,12,245.9106069450498,2459.106069450498,10,ec,IF,PROJECT_TO
382.0,292,146.11805553006621,4383.541665901987,30,CA1,BA,PROJECT_TO
971.0,886,6991.218488067667,181771.68068975935,26,fp,RSPv,PROJECT_TO
971.0,843,1782.0159200829114,46332.4139221557,26,fp,PAR,PROJECT_TO
971.0,484682508,160.16286756272862,1921.9544107527436,12,fp,APr,PROJECT_TO
443.0,409,6408.891600301951,102542.26560483122,16,dhc,VISl,PROJECT_TO
443.0,726,2846.5380398629695,56930.76079725939,20,dhc,DG,PROJECT_TO
443.0,484682508,450.38818360006115,7206.2109376009785,16,dhc,APr,PROJECT_TO
443.0,255,15928.17863403543,191138.14360842516,12,dhc,AV,PROJECT_TO
443.0,127,4517.315092300151,54207.78110760182,12,dhc,AM,PROJECT_TO
443.0,64,1765.6819372438376,7062.727748975351,4,dhc,AD,PROJECT_TO
443.0,1113,310.94401329842987,2487.552106387439,8,dhc,IAD,PROJECT_TO
443.0,1077,148.4250947566898,593.7003790267592,4,dhc,PR,PROJECT_TO
443.0,181,454.5024061643877,4545.024061643877,10,dhc,RE,PROJECT_TO
443.0,262,606.4023300742319,6064.023300742319,10,dhc,RT,PROJECT_TO
466.0,961,121.77433386723685,730.6460032034211,6,alv,PIR,PROJECT_TO
466.0,952,492.07574253305705,17714.726731190054,36,alv,EPd,PROJECT_TO
579.0,312782574,320.6355349557986,12825.421398231945,40,ec,VISli,PROJECT_TO
579.0,1037,2127.840966476383,34045.45546362213,16,ec,POST,PROJECT_TO
579.0,1084,1059.0699961275773,16945.119938041236,16,ec,PRE,PROJECT_TO
579.0,564,634.2087378439576,84983.97087109032,134,ec,MS,PROJECT_TO
579.0,100,194.4090719954936,1166.4544319729616,6,ec,IPN,PROJECT_TO
484682520.0,1109,306.6649229574555,2453.319383659644,8,or,PS,PROJECT_TO
484682520.0,347,238.0658721720106,476.1317443440212,2,or,SBPV,PROJECT_TO
484682520.0,1,670.2937016599541,24130.57325975835,36,or,TMv,PROJECT_TO
484682520.0,356,254.76077455751687,509.52154911503374,2,or,PST,PROJECT_TO
484682520.0,364,303.7504815205473,607.5009630410946,2,or,PSTN,PROJECT_TO
484682520.0,128,323.3076161525481,2586.460929220385,8,or,MRN,PROJECT_TO
484682520.0,795,1558.0855318454512,43626.39489167264,28,or,PAG,PROJECT_TO
484682520.0,589,1761.7329909514344,84563.18356566885,48,or,TT,PROJECT_TO
484682520.0,814,1171.2512540903144,39822.54263907069,34,or,DP,PROJECT_TO
484682520.0,250,501.1172304860468,13029.047992637217,26,or,LSc,PROJECT_TO
484682520.0,723,500.72316950273694,4005.7853560218955,8,or,ORBl,PROJECT_TO
484682520.0,754,3289.164087577639,118409.907152795,36,or,OT,PROJECT_TO
484682520.0,403,1082.2838870362798,28139.381062943274,26,or,MEA,PROJECT_TO
484682520.0,298,270.61563528101937,3788.618893934271,14,or,MA,PROJECT_TO
484682520.0,223,450.4477756779123,11711.64216762572,26,or,ARH,PROJECT_TO
484682520.0,1004,678.6081094321535,24429.891939557525,36,or,PMv,PROJECT_TO
484682520.0,12,276.54478205865666,2765.4478205865666,10,or,IF,PROJECT_TO
312782628.0,159,2712.9747837633063,10851.899135053225,4,VISpor,AON,PROJECT_TO
312782628.0,952,327.7225029704738,655.4450059409476,2,VISpor,EPd,PROJECT_TO
312782628.0,672,1156.5998568202804,4626.3994272811215,4,VISpor,CP,PROJECT_TO
312782628.0,56,15447.116037962429,61788.464151849716,4,VISpor,ACB,PROJECT_TO
312782628.0,754,250.78432184335907,1003.1372873734363,4,VISpor,OT,PROJECT_TO
312782628.0,258,11328.38662019095,45313.5464807638,4,VISpor,LSr,PROJECT_TO
312782628.0,310,991.1062494859847,7928.849995887877,8,VISpor,SF,PROJECT_TO
312782628.0,342,638.9318834521176,2555.7275338084705,4,VISpor,SI,PROJECT_TO
312782628.0,564,93.19001746061384,745.5201396849108,8,VISpor,MS,PROJECT_TO
312782628.0,685,422.695579794028,3381.564638352224,8,VISpor,VM,PROJECT_TO
312782628.0,414,525.8669148729068,2103.4676594916273,4,VISpor,SPFm,PROJECT_TO
312782628.0,366,6580.75587847166,39484.53527082996,6,VISpor,SMT,PROJECT_TO
312782628.0,1077,358.0616644232902,2864.4933153863217,8,VISpor,PR,PROJECT_TO
312782628.0,181,4966.6822508213445,39733.458006570756,8,VISpor,RE,PROJECT_TO
312782628.0,560581559,3036.7914440005597,24294.331552004478,8,VISpor,Xi,PROJECT_TO
312782628.0,523,403.73693295783704,1614.9477318313482,4,VISpor,MPO,PROJECT_TO
312782628.0,88,5376.864957612651,21507.459830450603,4,VISpor,AHN,PROJECT_TO
312782628.0,491,14848.093084103999,59392.372336415996,4,VISpor,MM,PROJECT_TO
312782628.0,525,1168.0086556217716,4672.034622487086,4,VISpor,SUM,PROJECT_TO
312782628.0,946,2529.052885894534,10116.211543578136,4,VISpor,PH,PROJECT_TO
312782628.0,194,3908.4008602802724,15633.60344112109,4,VISpor,LHA,PROJECT_TO
312782628.0,576073704,4761.461206657294,19045.844826629174,4,VISpor,PeF,PROJECT_TO
312782628.0,795,684.0780417290052,2736.312166916021,4,VISpor,PAG,PROJECT_TO
484682520.0,886,4506.481670369743,171246.30347405025,38,or,RSPv,PROJECT_TO
