region,001 CLA-EPd-CTX Car3 Glut,002 IT EP-CLA Glut,003 L5/6 IT TPE-ENT Glut,004 L6 IT CTX Glut,005 L5 IT CTX Glut,006 L4/5 IT CTX Glut,007 L2/3 IT CTX Glut,008 L2/3 IT ENT Glut,009 L2/3 IT PIR-ENTl Glut,010 IT AON-TT-DP Glut,011 L2 IT ENT-po Glut,012 MEA Slc17a7 Glut,013 COAp Grxcr2 Glut,014 LA-BLA-BMA-PA Glut,015 ENTmv-PA-COAp Glut,016 CA1-ProS Glut,017 CA3 Glut,018 L2 IT PPP-APr Glut,019 L2/3 IT PPP Glut,020 L2/3 IT RSP Glut,021 L4 RSP-ACA Glut,022 L5 ET CTX Glut,023 SUB-ProS Glut,024 L5 PPP Glut,025 CA2-FC-IG Glut,026 NLOT Rho Glut,027 L6b EPd Glut,028 L6b/CT ENT Glut,029 L6b CTX Glut,030 L6 CT CTX Glut,031 CT SUB Glut,032 L5 NP CTX Glut,033 NP SUB Glut,034 NP PPP Glut,035 OB Eomes Ms4a15 Glut,036 HPF CR Glut,037 DG Glut,038 DG-PIR Ex IMN,039 OB Meis2 Thsd7b Gaba,040 OB Trdn Gaba,041 OB-in Frmd7 Gaba,042 OB-out Frmd7 Gaba,043 OB-mi Frmd7 Gaba,044 OB Dopa-Gaba,045 OB-STR-CTX Inh IMN,046 Vip Gaba,048 RHP-COA Ndnf Gaba,049 Lamp5 Gaba,050 Lamp5 Lhx6 Gaba,051 Pvalb chandelier Gaba,052 Pvalb Gaba,053 Sst Gaba,055 STR Lhx8 Gaba,056 Sst Chodl Gaba,057 NDB-SI-MA-STRv Lhx8 Gaba,058 PAL-STR Gaba-Chol,059 GPe-SI Sox6 Cyp26b1 Gaba,060 OT D3 Folh1 Gaba,061 STR D1 Gaba,062 STR D2 Gaba,063 STR D1 Sema5a Gaba,064 STR-PAL Chst9 Gaba,065 IA Mgp Gaba,066 NDB-SI-ant Prdm12 Gaba,067 LSX Sall3 Pax6 Gaba,068 LSX Otx2 Gaba,069 LSX Nkx2-1 Gaba,070 LSX Prdm12 Slit2 Gaba,071 LSX Prdm12 Zeb2 Gaba,072 LSX Sall3 Lmo1 Gaba,073 MEA-BST Sox6 Gaba,074 MEA-BST Lhx6 Sp9 Gaba,076 MEA-BST Lhx6 Nfib Gaba,079 CEA-BST Six3 Cyp26b1 Gaba,080 CEA-AAA-BST Six3 Sp9 Gaba,081 ACB-BST-FS D1 Gaba,082 CEA-BST Ebf1 Pdyn Gaba,083 CEA-BST Rai14 Pdyn Crh Gaba,084 BST-SI-AAA Six3 Slc22a3 Gaba,085 SI-MPO-LPO Lhx8 Gaba,086 MPO-ADP Lhx8 Gaba,088 BST Tac2 Gaba,089 PVR Six3 Sox3 Gaba,090 BST-MPN Six3 Nrgn Gaba,091 ARH-PVi Six6 Dopa-Gaba,092 TMv-PMv Tbx3 Hist-Gaba,093 RT-ZI Gnb3 Gaba,094 SCH Six6 Cdc14a Gaba,095 DMH Prdm13 Gaba,097 PVHd-SBPV Six3 Prox1 Gaba,098 AHN-SBPV-PVHd Pdrm12 Gaba,099 SBPV-PVa Six6 Satb2 Gaba,100 AHN Onecut3 Gaba,101 ZI Pax6 Gaba,102 DMH-LHA Gsx1 Gaba,103 PVHd-DMH Lhx6 Gaba,104 TU-ARH Otp Six6 Gaba,105 TMd-DMH Foxd2 Gaba,106 PVpo-VMPO-MPN Hmx2 Gaba,107 DMH Hmx2 Gaba,108 ARH-PVp Tbx3 Gaba,109 LGv-ZI Otx2 Gaba,110 BST-po Iigp1 Glut,111 TRS-BAC Sln Glut,112 GPi Tbr1 Cngb3 Gaba-Glut,113 MEA-COA-BMA Ccdc42 Glut,114 COAa-PAA-MEA Barhl2 Glut,115 MS-SF Bsx Glut,116 AVPV-MEPO-SFO Tbr1 Glut,117 LHA Barhl2 Glut,118 ADP-MPO Trp73 Glut,119 SI-MA-LPO-LHA Skor1 Glut,120 MEA Otp Foxp2 Glut,123 DMH Nkx2-4 Glut,124 MPN-MPO-PVpo Hmx2 Glut,125 DMH Hmx2 Glut,126 ARH-PVp Tbx3 Glut,127 DMH-LHA Vgll2 Glut,128 VMH Fezf1 Glut,129 VMH Nr5a1 Glut,130 LHA Pmch Glut,131 LHA-AHN-PVH Otp Trh Glut,132 AHN-RCH-LHA Otp Fezf1 Glut,133 PVH-SO-PVa Otp Glut,134 PH-ant-LHA Otp Bsx Glut,135 STN-PSTN Pitx2 Glut,136 PMv-TMv Pitx2 Glut,137 PH-an Pitx2 Glut,138 PH Pitx2 Glut,139 PH-LHA Foxb1 Glut,140 PMd-LHA Foxb1 Glut,141 PH-SUM Foxa1 Glut,143 MM-ant Foxb1 Glut,144 MM Foxb1 Glut,145 MH Tac2 Glut,146 LH Pou4f1 Sox1 Glut,147 AD Serpinb7 Glut,148 AV Col27a1 Glut,149 PVT-PT Ntrk1 Glut,150 CM-IAD-CL-PCN Sema5b Glut,151 TH Prkcd Grin2c Glut,152 RE-Xi Nox4 Glut,154 PF Fzd5 Glut,155 PRC-PAG Pax6 Glut,156 MB-ant-ve Dmrta2 Glut,157 RN Spp1 Glut,159 IF-RL-CLI-PAG Foxa1 Glut,161 PAG Pou4f3 Glut,162 CUN Evx2 Lhx2 Glut,163 APN C1ql2 Glut,164 APN C1ql4 Glut,165 PAG-MRN Pou3f1 Glut,167 PRC-PAG Tcf7l2 Irx2 Glut,168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,169 PAG-SC Pou4f1 Zic1 Glut,172 PAG Pou4f1 Ebf2 Glut,173 PAG Pou4f2 Glut,174 PAG Pou4f2 Mesi2 Glut,175 SC Bnc2 Glut,176 SCig Foxb1 Glut,177 SCig-an-PPT Foxb1 Glut,180 SCiw Pitx2 Glut,181 IC Tfap2d Maf Glut,182 CUN-PPN Evx2 Meis2 Glut,183 PBG Mtnr1a Glut-Chol,185 SCig Tfap2b Chrnb3 Glut,187 SCsg Pde5a Glut,188 SCop Sln Glut,189 PAG Ucn Glut,190 ND-INC Foxd2 Glut,191 PAG-MRN Rln3 Gaba,192 PPN-CUN-PCG Otp En1 Gaba,194 MRN-VTN-PPN Pax5 Cdh23 Gaba,195 SNr-VTA Pax5 Npas1 Gaba,196 PAG-PPN Pax5 Sox21 Gaba,197 SNr Six3 Gaba,198 IC Six3 En2 Gaba,199 PAG-MRN-RN Foxa2 Gaba,200 PAG-ND-PCG Onecut1 Gaba,201 PAG-RN Nkx2-2 Otx1 Gaba,202 PRT Tcf7l2 Gaba,203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,204 SC Otx2 Gcnt4 Gaba,205 SC-PAG Lef1 Emx2 Gaba,207 SCs Dmbx1 Gaba,208 SC Lef1 Otx2 Gaba,209 SCs Pax7 Nfia Gaba,210 PRT Mecom Gaba,211 SC Tnnt1 Gli3 Gaba,212 SCs Lef1 Gli3 Gaba,213 SCsg Gabrr2 Gaba,214 IPN Otp Crisp1 Gaba,215 SNc-VTA-RAmb Foxa1 Dopa,216 MB-MY Tph2 Glut-Sero,217 PB Lmx1a Glut,220 PB Pax5 Glut,221 LDT-PCG Vsx2 Lhx4 Glut,222 PB Evx2 Glut,223 B-PB Nr4a2 Glut,224 PCG-PRNr Vsx2 Nkx6-1 Glut,225 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,228 PSV Pvalb Lhx2 Glut,229 PB-NTS Phox2b Ebf3 Lmx1b Glut,231 IPN-LDT Vsx2 Nkx6-1 Glut,233 NLL-SOC Spp1 Glut,234 MEV Ppp1r1c Glut,235 PG-TRN-LRN Fat2 Glut,237 PRP-NI-PRNc-GRN Otp Glut,238 NTS Phox2b Glut,242 PGRNd Dmbx1 Glut,243 PGRN-PARN-MDRN Hoxb5 Glut,245 SPVI-SPVC Tlx3 Ebf3 Glut,246 CU-ECU-SPVI Foxb1 Glut,247 MV-SPIV Phox2b Ebf3 Lbx1 Glut,248 MV-SPIV Zic4 Neurod2 Glut,250 CBN Neurod2 Pvalb Glut,251 NTS Dbh Glut,252 DMX VII Tbx20 Chol,253 IO Fgl2 Glut,254 VCO Mafa Meis2 Glut,255 SPVO Mafa Meis2 Glut,256 SPVC Mafa Glut,257 SPVC Ccdc172 Glut,258 SPVC Nmu Glut,261 HB Calcb Chol,263 CS-RPO Meis2 Gaba,264 PRNc Otp Gly-Gaba,265 PB Sst Gly-Gaba,267 CS-PRNr-PCG Tmem163 Otp Gaba,268 CS-PRNr-DR En1 Sox2 Gaba,269 LDT Fgf7 Gaba,270 LDT-DTN Gata3 Nfix Gaba,271 NI-RPO Gata3 Nr4a2 Gaba,272 LDT-PCG-CS Gata3 Lhx1 Gaba,273 PDTg-PCG Pax6 Gaba,274 PDTg Otp Shroom3 Gaba,275 PDTg Otp Olig3 Gaba,276 LDT-PCG St18 Gaba,277 DTN-LDT-IPN Otp Pax3 Gaba,278 NLL Gata3 Gly-Gaba,281 POR Gata3 Gly-Gaba,283 PRP Otp Gly-Gaba,285 MY Lhx1 Gly-Gaba,286 PPY-PGRNl Vip Glyc-Gaba,287 MV-SPIV-PRP Dmbx1 Gly-Gaba,288 MDRN Hoxb5 Ebf2 Gly-Gaba,291 NTS-MDRNd Prox1 Zic1 Gly-Gaba,292 MV Nkx6-1 Gly-Gaba,293 PAS-MV Ebf2 Gly-Gaba,294 MV Pax6 Gly-Gaba,295 CBN Dmbx1 Gaba,296 RPA Pax6 Hoxb5 Gly-Gaba,298 PRP Gata3 Slc6a5 Gly-Gaba,300 PARN-MDRNd-NTS Gbx2 Gly-Gaba,303 IRN Dmbx1 Pax2 Gly-Gaba,304 NTS-PARN Neurod2 Gly-Gaba,305 SPVI-SPVC Sall3 Nfib Gly-Gaba,306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba,308 DCO Il22 Gly-Gaba,309 CB PLI Gly-Gaba,311 CBX MLI Megf11 Gaba,312 CBX MLI Cdh22 Gaba,313 CBX Purkinje Gaba,314 CB Granule Glut,315 DCO UBC Glut
AAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010379156958271553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021393772505825037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04956576996399068,0.0,0.0,0.0,0.0,0.0,0.0,0.03558568099978818,0.0,0.014191908493963143,0.0,0.0,0.0,0.0,0.0,0.0,0.023935606862952763,0.0,0.0,0.0,0.04956576996399068,0.01186189366659606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03918661300571913,0.0,0.0,0.0,0.0,0.02817199745816564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAd,0.0,0.0,0.0,0.03270770923763526,0.02051109616677875,0.04380387601638442,0.1223329461392676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024301522284037414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08678241731368833,0.0,0.020877911597481202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010484807727578406,0.0,0.0,0.0,0.0,0.02757229320780094,0.015681359662529804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAv,0.0,0.0,0.0,0.026141826923076924,0.040531517094017096,0.02377136752136752,0.14399706196581197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013788728632478632,0.0,0.050180288461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07064636752136752,0.0,0.018295940170940172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022435897435897436,0.013388087606837606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03418662262592898,0.2526286815304156,0.25380310120194516,0.08112670887237361,0.03466373061748784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACVII,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2673350041771094,0.02172096908939014,0.0,0.0,0.035505430242272346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162748643761302,0.0,0.0,0.0,0.0,0.0,0.0,0.019891500904159132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09945750452079566,0.07504520795660036,0.0,0.06690777576853527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108499095840868,0.019891500904159132,0.0,0.05786618444846293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01518908865468072,0.0,0.0,0.0,0.0,0.0,0.013432527381690432,0.08328166976648067,0.0,0.05610663360198388,0.0,0.0,0.0,0.0,0.0,0.016842322793965695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015085761520975408,0.1520975408142178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
