region,axonal_bifurcation_remote_angle_mean_zscore,axonal_length_mean_zscore,axonal_branches_mean_zscore,axonal_max_branch_order_mean_zscore,dendritic_bifurcation_remote_angle_mean_zscore,dendritic_length_mean_zscore,dendritic_branches_mean_zscore,dendritic_max_branch_order_mean_zscore
PMd,0.9495316167962218,0.3795423867476957,0.6041514416831699,1.2557103498474096,0.800424604828957,-0.9451007919057309,-0.9193984753863361,-0.6881385039416568
PMv,0.927171740169277,0.40549154539998644,0.5386484421845636,1.2906702425086574,0.783948961823784,-1.1948994470149141,-1.0249220042970144,-0.8636985935790211
PN,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
PO,0.56051363481735,0.698492776286013,0.4625078744851766,0.6092113091332056,-0.9752628460510394,1.5270381013758285,1.0124398632706182,0.004557329526751516
POL,0.5827673528729799,0.26989568932340396,0.36488645322002095,0.3200773358225382,-0.0012083614306606092,-0.7617351399429052,-0.26490300040814824,-0.3286257250266944
POST,0.7427381760256561,-0.11064637336817587,-0.16971298873569163,0.18029424460939075,0.14352764512582786,-0.6092284767772014,-0.44762591363359056,-0.3338816284545403
PP,0.592543370183465,0.29329503129609524,0.014722659551527906,0.532980129729263,-0.2623537426388348,0.5642525854407318,0.6114553474440019,-0.05006284335086268
PPN,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
PPT,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
PPY,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
PR,0.5188160387455157,0.42768281900344657,-0.09987640019452437,0.014608109782454679,-0.2757802041495713,1.8248731091490284,0.8998770821801524,0.0118400192437667
PRE,0.7839362447901965,-0.14526304037555995,-0.24946316086404605,0.13844698520411017,0.14422742187690052,-0.7005515348652948,-0.5186016759308054,-0.4252959488046087
PRM,0.7401343065460643,-0.7822910740877775,-0.4733844467742503,-0.26309118661762126,-0.12566594119510202,0.16257343805487726,4.543974769134978,2.5498573856235667
PRNc,0.8492499275084096,1.3160560354992072,2.585986007483323,1.1365132672387617,-0.6613106872410558,1.064561900138202,-0.324805976084118,-0.5700468891457485
PRNr,0.8555333822621168,0.7442012653802133,1.9148033662052093,0.7736528532759955,0.19322163281112473,0.5096123044859115,-0.3314618622703368,-0.4833828815132675
PRP,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
PS,0.9330773913116666,0.7629799443527311,1.219363280855148,1.4384481385973893,0.8893258243637516,-0.8210429553893063,-0.8609073543559279,-0.5734234089236375
PST,0.7751674952865824,0.21814091830084856,0.24816518866385662,0.7181129939959805,-0.6669397129165221,-0.7742078645711117,-0.9193984753863361,-0.6381400379998409
PSTN,0.9678124320748779,0.8096015546603993,1.2373147449199056,1.862630808444865,0.49139427672717123,-0.4629129656094239,-0.7523249095330782,-0.46677479642690367
PSV,0.5226573270498752,-0.4248834280650574,-0.5589800407821041,-0.5037639101643538,-0.44029424985922716,-1.1592840068117103,-0.2759961440518463,-0.2976742937293797
PT,0.5726672908212138,0.4910771226559597,0.07679715024730623,0.3895021599225572,0.03063914284471098,1.06570468238405,1.299230253353284,-0.05006284335086268
PVH,0.3083750425113868,-0.42276041470804987,-0.4717969273318807,-0.2915102834440187,1.67316030954926,-1.510368850649508,-1.1341245006014156,-1.1078225968472029
PVHd,0.8550480571064222,0.16543889474745802,-0.09215929179411683,0.6534649938001695,0.6352096410748692,-0.9850965161075211,-0.9623418719456828,-0.8065689923600743
PVT,0.6791794493831811,0.2595882946360732,-0.0008401757226273002,0.4589269840225762,0.8171393509692622,0.6007983220399826,0.8887839385364544,-0.11196570594549207
PVa,0.12586286604578167,-0.46674317019478667,-0.5794946872798542,-0.40194083481765924,5.824542401894493,-1.683333159589595,-1.171767493280468,-1.1875279435271755
PVi,0.7979097877640074,0.08449643149687142,0.060501649026802724,0.7604290772569445,1.239452195070102,-1.1336418255815652,-1.0303299118233171,-0.8724865892509374
PVp,0.899112625715727,-0.030113799536755758,-0.2851187159484171,0.4368632043085976,1.0764863777528744,-1.7326391407380626,-1.1934915662493768,-1.179790085702847
PVpo,0.9781123578279759,0.6048681263462743,0.4603856696750645,1.1439185818094304,2.9743338089525193,-1.4814217594862098,-1.0525161991107135,-0.8548000570810432
PYR,0.8795558478620813,-0.7610650913796826,-0.5158285429764918,-0.31863104589763647,0.4893584346549262,-1.072888101683316,1.1328330986978126,2.364148797839679
Pa4,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
Pa5,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
PeF,0.9408620626087714,0.5201983925614115,1.0526563323949154,1.7730919250316575,0.2172676939500342,-0.49816653978528636,-0.7754397249192541,-0.5115205463290081
PoT,0.534204601270501,0.7681355155597368,0.6598729218256,0.681086421142637,-0.4116716376982164,1.690261416201917,0.8665976512490581,0.32135433221691295
ProS,0.6406273190879472,1.3799637956596402,0.39821510853315134,0.5204466650195262,-0.07432704177671205,1.0164739021047502,0.35897920691811747,1.2674319875794662
RCH,0.9542407334953255,0.23079259337407404,0.7169366511641693,1.5185922356825488,-0.06914774870722493,-0.8513276210546934,-0.8882320241968985,-0.6720392246588044
RE,0.5654203823060924,1.0552274292090986,0.4349192119537196,0.7798239487515529,-1.1358718910506362,1.963737322217848,0.9701336585902405,-0.11196570594549207
RH,0.6919030669336531,0.8502622096597162,0.1870456901326287,0.425603068454567,-0.3651287020807174,0.5578817594391805,0.43396504914483214,-0.16148799602119532
RL,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
RM,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
RN,0.8852950998687348,1.4631009389506249,0.9739592337221876,0.7921661397026674,3.3115668019900237,-0.3999588142741258,-0.797373895305657,-0.7928971944864139
RO,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
RPA,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
RPF,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
RPO,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
RR,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
RSPagl,0.7486331470158863,0.3217282944440517,0.14591350235845643,0.5851539369317017,-0.08723555167754278,-0.18463351198931058,-0.20439494416979487,-0.2357714311347505
RSPd,0.7067433949025943,1.1351257967504214,0.661995126635712,0.5607500593692707,-0.8939380892527728,1.5417577704543217,0.2398350353801153,0.7856258016766325
RSPv,0.7038781621099882,1.1947859254508,0.654779630281331,0.8477059989826825,-0.5871646778301383,3.3373403196612212,1.6353525057573364,1.6491707348717106
RT,0.6864594802121998,-0.25622030655355327,0.10740282782597477,0.25085975000341487,-0.3129484536799239,-0.29084377984699394,0.2099497752653764,-0.12490063245780256
SAG,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
SBPV,0.4431406096608465,-0.33444563312720593,-0.24408986342714067,0.19258811338432147,2.063610449552321,-1.4805894558667905,-1.1278991525076618,-1.0587981269951625
SCH,0.8233817079224499,-0.4757351557999993,-0.4326381144200984,0.04793202535046387,1.2061838454692526,-1.4290411473553195,-1.1052086314182794,-0.8857514883783578
SCm,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
SCs,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
SEZ,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
SF,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
SFO,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
SG,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
SGN,0.6106772774227975,0.9796385787760151,0.7829608008121005,0.9587857175427129,-1.2666192731154506,0.6063918004770211,0.633641634731398,-0.2357714311347505
SH,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
SI,0.946268111892773,1.0320357473666497,2.194226999536633,1.2642549435827966,-0.5154275690570196,-0.3626462181287449,-0.3758344368451292,-0.42148001891863834
SIM,0.8716711955015294,-0.7737796076950023,-0.47868995879953047,-0.25614870420761937,-0.273724199669364,-0.32763901170605914,3.1587184566281783,2.6194981060425246
SLC,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
SLD,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
SMT,0.6588236447025139,0.691626230005993,0.43969417277647177,1.0420955064627357,-0.9705402390067559,1.8570236041406205,0.9705958729087277,0.04279145054108122
SNc,0.850938732561534,5.710992430821608,10.905877745046718,1.3475647325028193,-1.2266988226693563,0.725440755640297,-0.6309767406501855,-0.6071886067025262
SNr,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
SO,0.8963716761321634,-0.049859421211275956,0.07740932471176165,0.25385673437328926,-0.038709046032229404,-1.3407649906923949,-1.0661692989798803,-1.0357468862038057
SOC,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
SPA,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
SPFm,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
SPFp,0.6254963751022599,0.2557169904372228,0.3542754291694606,1.0143255768227282,-0.9443395386495008,1.7257648837410473,1.0995536677667181,0.32135433221691295
SPIV,0.9560582947954361,-0.49430325423104826,0.21420991170206335,0.9032458582626978,0.10488739493925428,-1.1150181545219517,-0.8306533262367514,-0.6071886067025262
SPVC,0.6278751137406516,-0.2515892412456455,-0.2908748331046115,-0.22606461376427786,-0.5403446999374368,-0.8944665146846098,-0.46457958599471405,-0.4833828815132675
SPVI,0.41510007912820507,-0.013292089168810377,-0.01215860137655847,-0.050188392710896444,0.15191305723460283,-0.839272711832361,-0.6587095997594308,-0.5143343128105823
SPVO,0.35721727176169993,-0.488247617149122,-0.5837390969000784,-0.5963303422977124,1.1976027418691328,-1.5208472298461764,-0.8472930417022985,-0.8857514883783578
SSp-bfd,0.7251801474154207,0.3675008586939683,0.09955190182239686,0.23599615996807077,-0.09774905889839146,0.9653668519443696,0.463546765528027,1.0100236785821637
SSp-ll,0.7070649470829369,0.4040551956301717,0.3565224695566381,0.3837848214672616,-0.34740733091677733,0.97320297307417,0.3967703910453738,0.9767964067482817
SSp-m,0.7118284584311737,0.33170423542602157,0.0692090342111497,0.24322567007461016,0.02157704888747697,1.535361672363864,0.593783711639506,1.4140118370849044
SSp-n,0.7253665156439542,0.09704102999137697,-0.027950864197752858,0.16171368301060304,0.15432244128787473,1.3357696295611448,0.7343793716038995,1.571122936492266
SSp-tr,0.881896291724019,-0.04539979416504751,-0.05212679196700259,0.24371002931251734,0.09419547537100847,0.8510716271228836,0.40900547594651143,1.8998773283799595
SSp-ul,0.7360080198946746,0.4406749377669813,0.11700460902712574,0.2966634735770416,-0.18966209004831555,1.47408548218958,0.6780142093061904,1.4829433420808387
SSp-un,0.6871336668164361,0.26665126933526184,0.04366181605305624,0.13073690645885003,0.15894206061966293,1.4367405943045706,0.6850734825339982,1.8070230344880156
SSs,0.7170092487200976,0.785045476786242,0.15238089992088755,0.34287354672105186,-0.21140180768129602,1.4626199871003505,0.619237104925402,1.2471255011694282
STN,0.9765393443257524,0.5396130559621224,1.6967572249309486,1.2152491853945477,1.2215644023564523,-0.5228367001041342,-0.7396242945722875,-0.38324589790430846
STR,1.01163390883348,-0.21723335701542743,-0.080069155300145,1.236485013942789,0.7680383434161018,-0.6963521862998935,-0.42020701141992167,-0.42148001891863834
SUB,0.6839951053892036,0.7789494335066255,0.19139489999038936,0.35682963776585697,0.1979207760991003,0.6707267288365893,0.14846256273597042,0.9156218131253538
SUM,0.9286856241588225,0.27825713207837993,0.6847991819589164,1.256681326408249,0.7339749114639118,-0.674178750591585,-0.680895887046827,-0.42835811476248603
SUT,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
SUV,0.8065280962129986,-0.5791598374716329,-0.0956319905743002,0.23676754690251545,0.10914211300908627,-1.0785245767710028,-0.8306533262367514,-0.6071886067025262
SubG,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
TEa,0.78700360705779,0.8749207912433333,-0.14929345505856276,0.2050304844567924,0.1286195942817777,-0.7446902588210603,-0.307690840176698,-0.4480098171734795
TH,0.6516094238044287,0.1401275941383787,0.2126379081390173,0.5700067025826066,-0.9401932085949383,-0.22654762313233662,-0.07138927240141461,-0.3251866771047706
TMd,0.837289322361203,-0.2869795885190372,-0.29794884913831843,0.44041369759590454,1.4880671401673575,-1.5400984161918325,-1.0857956300418077,-1.0405086448649312
TMv,0.8842333606662885,0.2539132736544161,0.4077114579779237,1.2322127170750952,0.6720657554543217,-1.0958829956855622,-0.954137530481075,-0.758687717789382
TR,0.7256475160382208,0.8711053039214877,0.28424267043576196,0.7366262804226522,-0.628600984859489,0.1215025726197535,-0.4479398705291669,-0.3286257250266944
TRN,0.5211185610010972,0.023814307995737135,-0.4578216115000951,-0.3494865232754227,0.3054486921845184,-0.5312491114667471,-0.22053042583335572,-0.4833828815132675
TRS,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
TT,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
TU,0.945343487316501,0.5177012461114574,0.8243039580002226,1.5215769878579521,0.5265358923273085,-0.9531316558933128,-0.937899711531819,-0.7299343513679041
UVU,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
V,0.8146670694836561,0.4459570374628947,1.62972052004682,1.4031045917828344,-1.902997598503464,0.03278162405199558,-0.8472930417022985,-0.6071886067025262
V3,0.9377476098172012,-0.8289859482276708,-0.679238313355122,-0.8740296386977884,1.243657950648423,-1.8235609738142051,-1.0968887736855057,-0.7928971944864139
V4,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
V4r,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
VAL,0.5474956976718007,1.3488923933077315,0.7357917957873453,0.5836296869343084,-0.6066411505634344,1.5774174680458302,1.0392739438160565,-0.12014155572214126
VCO,0.6819720492868537,-0.502662935374535,-0.545539410318061,-0.37417090517765167,-0.18125926957000926,-1.8317275031786318,-1.1634476355476944,-1.1643143700541896
VI,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
VII,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
VISC,0.761636738454375,0.7160794862419929,0.05886451960185918,0.3478472654625458,-0.4017525001440009,1.2491600102044498,0.5737386590554283,0.7113423665630774
VISa,0.7623613065359554,1.6146527180392434,0.5664959101806685,0.681086421142637,0.28068754448445565,2.4515214977733386,1.6320245626642271,4.406943263462445
VISal,0.8521838304058765,0.41165958554387255,-0.1677869541181109,0.264537476542523,-0.22537117181122382,0.2406492986543572,0.1760494594288513,-0.026849269877876707
VISam,0.8719792313468703,0.049411243471969506,-0.19749782145968,0.18122768762250024,-0.6187030490054545,-0.14527539183277807,-0.0319469838904881,0.04279145054108122
VISl,0.7993961453808074,0.41829390114155046,0.1826800116661125,0.41528852315970716,0.3169581765677797,-0.06277093091797534,-0.25777169378005654,0.08258614792334276
VISli,0.856875172250588,1.2026956538242843,0.0868776230953386,0.3478472654625458,0.22043393785481022,1.7455366970009547,0.6669210656624922,1.7141687405960717
VISp,0.7804379639435107,0.22443745078309796,0.09426289583452867,0.417827488155365,-0.10696633939367903,0.46006076507863763,0.2748893692942013,0.2693559276374245
VISpl,0.9208446890737322,0.09785850409099615,-0.26540837538326656,-0.0964716087775757,-0.008954280283344891,-0.2742519265256161,-0.3647412932014311,0.13564574443302513
VISpm,0.9133764451623145,0.4096585025148328,0.16186219305263203,0.44041369759590454,-0.6892010287787014,1.0739101022437998,0.4727910518977754,0.6927715077846885
VISpor,0.881988877911114,2.182954267493843,0.21527101410711938,0.3756171951025534,0.7063189217344212,-0.6421895007701556,-0.3897008663997518,0.1820728913789971
VISrl,0.6910622059947009,0.25714464075702,-0.18794789981417565,0.11643118512914913,-0.8353693748485637,0.25740634330464457,0.2037823185380966,0.3677814791628849
VL,0.8299708417339994,-0.25733940651779186,-0.32907451968662893,0.014608109782454679,1.3233887071845267,-0.9270129403756993,-0.09850584575267671,-0.05006284335086268
VLPO,0.9035273515701416,0.4331929814669178,0.7889029742804142,0.7921661397026674,0.47861332552194524,-0.7602482107324798,-0.9928905520258361,-0.7928971944864139
VM,0.672045665415659,1.6202044283268229,0.7782696112318528,1.1312515963596024,-0.8219755041760474,1.6742717828081723,0.6423993797132649,-0.2064490225372947
VMH,0.9389998691429666,0.931368199151574,1.1428609718202771,1.972255066673086,0.26213711098561115,-0.8721140534242743,-0.9678016193373986,-0.7542965551270788
VMPO,0.9580363592457833,0.49604095133246145,1.0259108074737313,1.847423466022956,1.0372187356504028,-1.0758502014380016,-1.0236740256370984,-0.8746089731113247
VPL,0.6272648163674001,0.04556712453462792,0.19033510758830247,0.7311714728147936,-1.3026775861351614,0.21817076224497184,0.28093909441703246,-0.21255785766176452
VPLpc,0.5441188901482009,0.4025406111733975,0.23967636942340828,0.4311570543825686,-0.940927626835183,1.6856044074417866,0.849957935783511,-0.05006284335086268
VPM,0.6307044172314008,-0.004214105723686734,0.19296021272393782,0.5933442981758377,-1.3925097612549346,0.1078070508597479,0.17371119875885602,-0.2855364775343544
VPMpc,0.4037926004256096,0.5951697510192826,0.097488647145899,-0.027046784677556716,-0.8274235364089652,1.9017978836736271,1.6237047049314535,-0.1429171372428066
VTA,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
VTN,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
VeCB,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
XII,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
Xi,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
ZI,0.9165929616170778,0.9314798896726646,1.5131488382085492,1.7842988682509562,0.2213171937219128,-0.23627391030546774,-0.5153122295918934,-0.43468596293882583
chpl,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
fiber tracts,0.7544991746950164,0.9493785708348276,0.7362655039342425,0.8295777889136856,-0.12744941977886784,0.2890363782355222,-0.04291406908368958,0.2331427530195663
x,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
y,-1.2810715189058517,-0.8993321731085331,-0.6898493374056823,-1.040649216537834,,,,
