Region Count,Raw Time (s),KG Time (s),Speedup,Raw Memory (MB),KG Memory (MB),Raw Throughput,KG Throughput
5,30.46081519126892,0.2586228847503662,117.78081905114853,349.22265625,0.0,0.4924359346856711,57.999507717496215
10,59.19617509841919,0.16817307472229004,351.99555693544795,10.33984375,0.0,0.5067895003371787,178.3876524202226
20,117.45362949371338,0.24862098693847656,472.4204136587162,11.125,0.0,0.5108398970609201,241.3311954828959
30,178.18104076385498,0.6982014179229736,255.2000557287784,11.6015625,0.0,0.5051042446164508,128.90263137496078
50,299.96690249443054,1.1945009231567383,251.12320692201752,-18.36328125,0.0,0.5000551685957588,125.57545757569709
