Query Type,Raw Time (ms),KG Time (ms),Speedup
Morphology,3553.0171394348145,2.984762191772461,1190.3853342918765
Molecular,0.2570152282714844,4.881620407104492,0.05264957264957265
Projection,2424.8595237731934,21.574020385742188,112.39720183891787
